Text,Sentiment
[Today in History Reformasi: Pelantikan B.J. Habibie] Halo sejarawan muda! Kekacauan sosial &amp; ekonomi pada tahun 1997-98 menjadi akhir dari Orde Baru. https://t.co/T6vnJKtUsT,positif
Warisan dan Kepemimpinan Paus pertama dari Amerika Latin dan ordo Yesuit serta Paus non-Eropa pertama dalam lebih dari 1.000 tahun. Dikenal krn pendekatannya yang progresif dan inklusif serta fokus pada isu-isu seperti keadilan sosial perubahan iklim dan reformasi,negatif
(12/13) Itulah contoh2 program yg dulu dihadirkan dimulai dari empati disusun secara sistematis. Masih banyak yg lain: berbagai bansos revitalisasi kampung hingga perlindungan utk kelompok rentan. Tentu masih banyak ruang utk perbaikan. Keadilan sosial itu perjuangan panjang.,negatif
Menghindari Super Power STOP MONOPOLI KEKUASAAN !!! Reformasi hukum harus mencegah munculnya lembaga penegak hukum yang memiliki kekuasaan berlebihan dan dapat mengancam prinsip supremasi hukum dan demokrasi. Demi menciptakan Keadilan Sosial reformasi hukum harus https://t.co/dU2uKEGDBy,negatif
Menghindari Super Power STOP MONOPOLI KEKUASAAN !!! Reformasi hukum harus mencegah munculnya lembaga penegak hukum yang memiliki kekuasaan berlebihan dan dapat mengancam prinsip supremasi hukum dan demokrasi. Demi menciptakan Keadilan Sosial reformasi hukum harus https://t.co/dU2uKEGDBy,negatif
Indonesia Emas atau Indonesia Cemas? Rekson Silaban Membahas Pentingnya Reformasi Jaminan Sosial https://t.co/JnMhPCGC68 https://t.co/pUQr67JPjv,negatif
Perdana Menteri YAB Dato Seri Anwar Ibrahim berkata dasar awam perlu mengiktiraf umur panjang sebagai satu bentuk transformasi struktur yang menuntut pelaksanaan reformasi proaktif dalam sistem penjagaan kesihatan perlindungan sosial dan perancangan ekonomi. https://t.co/1XQJDYG7V0,positif
@ARSIPAJA Reformasi agraria lah... Kepemilikan pribadi/keluarga dibatasi kepemilikan perusahaan diawasi pemilik dan perusahaan terdaftar dan domisili di Indonesia. Kepemilikan perusahaan harus ada keseimbangan.,negatif
@ARSIPAJA Reformasi agraria lah... Kepemilikan pribadi/keluarga dibatasi kepemilikan perusahaan diawasi pemilik dan perusahaan terdaftar dan domisili di Indonesia. Kepemilikan perusahaan harus ada keseimbangan.,negatif
IDEOLOGI GERAKAN PASCA-REFORMASI Gerakan-gerakan Sosial-Politik Dalam Tinjauan Ideologis Oleh: As'ad Said Ali Tahun 2012 156 halaman Harga 55.000 Minat? Info &amp; Order Silahkan DM or Klik link WA https://t.co/tw77mxC5Wf https://t.co/gINIIOQQcn,positif
IDEOLOGI GERAKAN PASCA-REFORMASI Gerakan-gerakan Sosial-Politik Dalam Tinjauan Ideologis Oleh: As'ad Said Ali Tahun 2012 156 halaman Harga 55.000 Minat? Info &amp; Order Silahkan DM or Klik link WA https://t.co/tw77mxC5Wf https://t.co/gINIIOQQcn,positif
Reformasi sistem jaminan sosial untuk perlindungan sosial yang lebih merata!️ Sebagai bentuk aksi global mendukung ratifikasi #C102 ILO memfasilitasi dialog antara mitra tripartit untuk membahas arah perlindungan sosial yang menyeluruh dan berkelanjutan bagi semua pekerja 🇮🇩 https://t.co/BroO93InpW,positif
Umur Panjang Bukan Sekadar Statistik! ️ YAB PM gesa anjakan paradigma dalam dasar awam. Menua Bukan Melemah Tapi Peluang Struktur Baru! Dasar perlu reformasi proaktif: kesihatan perlindungan sosial &amp; ekonomi. #MalaysiaMADANI #TaatSetia #JabatanPenerangan,positif
Reformasi sistem jaminan sosial untuk perlindungan sosial yang lebih merata!️ Sebagai bentuk aksi global mendukung ratifikasi #C102 ILO memfasilitasi dialog antara mitra tripartit untuk membahas arah perlindungan sosial yang menyeluruh dan berkelanjutan bagi semua pekerja 🇮🇩 https://t.co/BroO93InpW,positif
Revisi UU TNI dikhawatirkan buka peluang munculnya dwifungsi militer dulu penghapusan dwifungsi ABRI jadi salah satu tuntutan gerakan reformasi 1998. Ketika (Alm) Gus Dur mencabut dwifungsi ABRI yang mengakibatkan TNI harus melepaskan peran sosial politiknya. Sejak saat itu https://t.co/qggt4sN1gX,negatif
Reformasi fiskal penting tingkat dana perlindungan sosial kata ahli ekonomi #BeritaFMT https://t.co/iuNWLxPT4K,positif
[HARI BESAR SOSIAL-Reformasi Nasional ] Assalamualaikum Wr. Wb. Halo Akang Teteh! . Hari ini tanggal 21 Mei diperingati sebagai Hari Reformasi Nasional sebuah momentum penting untuk mengenang keberanian dan pengorbanan demi perubahan. Mari kita terus jaga semangat https://t.co/9xljBgQD6M,negatif
Rakyat negara Indonesia pon boleh menilai apa yang pernah terjadi. #anwaribrahim #pmx #perdanamenteri #mahathir #tunmahathir #tunm #kukubesi #kerajaan #kerajaanmadani #kerajaanperpaduan #pakatanharapan #malaysiamadani #krisis #anwarvsmahathir #pmvstpm #reformasi #sosial https://t.co/mWKc97aJJG,positif
Mengatasi kriminalitas di negara berkembang membutuhkan pendekatan holistik yang mencakup pembangunan ekonomi reformasi sosial pendidikan dan penguatan sistem hukum. Kolaborasi antara pemerintah sektor swasta organisasi masyarakat sipil dan masyarakat lokal sangat https://t.co/wPNXyeoXq8,negatif
Mengatasi kelemahan dalam sistem hukum membutuhkan komitmen politik sumber daya dan keterlibatan masyarakat yang besar. Reformasi harus menjadi proses yang berkelanjutan dan adaptif terhadap perubahan sosial ekonomi dan teknologi. Tanpa sistem hukum yang kuat dan https://t.co/yR6KaKH17h,negatif
Liputan bagi Rang Undang-Undang (RUU) Keselamatan Dalam Talian 2024 yang telah dibentangkan oleh YB Menteri di Jabatan Perdana Menteri (Undang-Undang dan Reformasi Institusi) yang bertujuan melindungi pengguna media sosial daripada kandungan memudaratkan. Sumber: Buletin TV3 https://t.co/QQ5xXuutsk,negatif
Dulu mereka paling sombong jadi negara paling maju teknologi ! Sekarang kena reformasi sosial budaya..... https://t.co/BlkihbDOnJ,negatif
Dulu mereka paling sombong jadi negara paling maju teknologi ! Sekarang kena reformasi sosial budaya..... https://t.co/BlkihbDOnJ,negatif
mua sudah lupa? Ingat Rafizi orangnya biasa2 saja? Walaupun dia terbukti hebat dan telah berjaya Namun dia tak pernah mendabik dada. Semua kerana Anwar Kianat Reformasi. DJ putarkanlah lagu Reform Ayuh Malaysia 2.0 Agenda Sosial Enterprise Konsep Musyarakah. Putarkanlah https://t.co/VVeCAR9Wfj,positif
mua sudah lupa? Ingat Rafizi orangnya biasa2 saja? Walaupun dia terbukti hebat dan telah berjaya Namun dia tak pernah mendabik dada. Semua kerana Anwar Kianat Reformasi. DJ putarkanlah lagu Reform Ayuh Malaysia 2.0 Agenda Sosial Enterprise Konsep Musyarakah. Putarkanlah https://t.co/VVeCAR9Wfj,positif
Nama pausnya Leo XIV terinspirasi dari Paus Leo XIII dengan semangat melanjutkan reformasi sosial dan pembaruan pastoral Gereja Katolik. Paus Leo XIV membawa perpaduan antara tradisi sosial Gereja lama dengan semangat reformasi dan inklusivitas yang relevan dengan tantangan- https://t.co/ObeyJ5DtWV,negatif
@neohistoria_id Bisa dengan adaptasi Nordic model / welfare state. Yaitu sistem gabungan pasar bebas dan social benefits (pendidikan gratis kesehatan gratis social safety net) utk seluruh kalangan yg tujuannya utk investasi di SDM. https://t.co/KC3xEzSIyz,negatif
Reformasi hukum bukan sekadar pilihan tapi keharusan. Tanpa hukum yang adil dan berpihak pada rakyat keadilan sosial hanya akan jadi mimpi di atas kertas. Selamat berakhir pekan #Courtizen #MengawalKonstitusi #salaMKonstitusi #MKRI #quoteoftheday https://t.co/CR2lpUAqjM,negatif
Melalui reformasi berkelanjutan penegakan keadilan sosial yang tanpa kompromi serta penguatan integrasi nasional yang inklusif negara harus memainkan peran sentral. #harkitnas2025 Refleksi HARKITNAS 2025: Mengikir Mentalitas Kolonial https://t.co/NDFi0Rtv7w,negatif
Komite III DPD RI Laksanakan Kunjungan Kerja ke Belanda Sebagai Referensi Reformasi Sistem Jaminan Sosial Nasional https://t.co/LWvAEDE3jW https://t.co/1jvdnWGGMn,negatif
Komite III DPD RI Laksanakan Kunjungan Kerja ke Belanda Sebagai Referensi Reformasi Sistem Jaminan Sosial Nasional https://t.co/LWvAEDE3jW https://t.co/1jvdnWGGMn,negatif
Melihat situasi sosial politik di Indonesia dewasa ini yang bikin ngelus dada dan tarik napas panjang MinTang mau ngajakin kamu belajar sejarah kelam Indonesia di era seputar Reformasi 1998 lewat buku kumcer Iblis Tidak Pernah Mati karya Seno Gumira Ajidarma. https://t.co/RdZYHYRZS0,negatif
KWSP menegaskan perlunya satu reformasi menyeluruh melibatkan sistem persaraan perlindungan sosial dan penjagaan kesihatan negara. #AWANInews #AWANI745 https://t.co/d7WgSLW34U,negatif
Di usianya yang ke 79 Indonesia telah mengalami berbagai momentum perubahan. Mulai dari kemerdekaan Trikora Reformasi hingga #ReformasiDikorupsi di tahun 2019 kemarin. Berbagai kesenjangan sosial dan ekonomi semakin langgeng di hadapan impunitas dan ketidakadilan rezim https://t.co/DLCvqx6ZCT,positif
27 Tahun Reformasi (1998-2025). Reformasi 1998 lahir sebagai koreksi menyeluruh watak pemerintahan otoriter yang menyebabkan Indonesia alami krisis multidimensi mulai ekonomi politik sosial hingga kepercayaan masyarakat. Reformasi lahir demi terwujudnya negara hukum yang https://t.co/hZIkqrvtaR,positif
27 Tahun Reformasi (1998-2025). Reformasi 1998 lahir sebagai koreksi menyeluruh watak pemerintahan otoriter yang menyebabkan Indonesia alami krisis multidimensi mulai ekonomi politik sosial hingga kepercayaan masyarakat. Reformasi lahir demi terwujudnya negara hukum yang https://t.co/hZIkqrvtaR,positif
Memperbesar dan memperbaiki inklusi pasar sehingga kelompok yang mikro² itu included di dalam pasar melalui perbaikan tata niaga. Semuanya berpangkal pada political reform -dalam artian kebijakan Misalnya kalau tata niaga pertanian diperbaiki serius maka pendapatan petani https://t.co/8lct8Bm2Jw,negatif
EH TAU ENGGAK? Ini tuh sama aja pengkhianatan reformasi. Salah satu tuntutan reformasi dulu di hapuskannya dwifungsi ABRI terus ini sumpah?! ABRI di kasih kekuasaan memegang sosial-politik dan keamanan negara? Bukan main. Reformasi tahun 98 itu gak semata-mata minta ganti rezim.,negatif
Sepanjang 20 tahun reformasi terjadi penguatan demokrasi prosedural baik dalam hal penataan pemilu legislatif pemilu presiden langsung sampai pilkada. Namun penguatan kelembagaan demokrasi prosedural ini tidak disertai dengan penguatan kelembagaan keadilan sosial. Bagaimana,negatif
Raih Predikat Sangat Baik Pengelolaan SP4N-LAPOR! Kemensos Responsif Tindaklanjuti 4 Ribu Lebih Laporan Jakarta - Kementerian Sosial mendapat apresiasi dari Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (KemenPANRB) atas kinerja pengelolaan pengaduan https://t.co/4E4PhvUGyG,positif
Sayangnya meskipun ia mendukung reformasi sosial dan pendidikan Lavoisier tetap menjadi target kebencian karena perannya dalam sistem perpajakan kerajaan. Pada 24 November 1793 pemerintah revolusioner memerintahkan penangkapan semua mantan anggota Ferme Générale atas tuduhan https://t.co/tBC8QbyRd8,negatif
Berikut adalah daftar kegiatan utama kami untuk Indonesia tahun ini. --- Pertemuan tripartit nasional Reformasi pensiun dan penuaan (7 Mei) Pertemuan tripartit nasional Integrasi jaminan sosial dan bantuan sosial (19 Mei dan 24 Juni) Penilaian undang-undang jaminan sosial,netral
Buku Lawas &gt; Reformasi Sosial Budaya Dalam Era Globalisasi Oleh : Prof. Dr. Juwono Sudarsono MA Tahun 1999. 341 Halaman Harga 65.000. Minat? Cara Order silakan DM or Klik link WA https://t.co/tw77mxCDLN https://t.co/XNDlg2YIz2,netral
Upaya konkret pemerintah mulai dari koordinasi antarkementerian sampai reformasi Jaminan Sosial Ojol semua demi Ojol lebih sejahtera #OjolPilihKerja,negatif
The @IndonesiaILO dan @djsn_ri mengadakan pertemuan yang produktif mengenai standar minimum jaminan sosial dan sistem jaminan sosial Indonesia. Kami akan menyelesaikan studi perbandingan antara C102 dan SJSN di Indonesia yang akan berkontribusi pada reformasi sistem Jamsos. https://t.co/RIH8fysIU5,negatif
Kardinal Robert Francis Prevost resmi menjadi Paus Leo XIV. Pemilihan nama ini bukan cuma tradisi tapi sinyal kuat arah kepemimpinannya. Inspirasi dari Paus Leo I dan Leo XIII mengindikasikan fokus pada reformasi sosial dan penguatan ajaran Gereja di era globalisasi dan https://t.co/SeITeZBAQf,negatif
Yang Terlibat Reformasi sosial budaya adalah paling keras bergesekan ! Pihak ke 1 ke 2 &amp; ke 3 Selebihnya ada pihak ke 4 &amp; 5 ( Fainence &amp; Senat Party Invesment ) Pihak ke 6 &amp; ke 7 pemerintah Pihak ke 8 wisawatan lokal &amp; asing Pihak ke 9 miskin kota industri &amp; marjinal,negatif
Skandal #SongMino Memicu Reformasi Layanan Sosial Seoul: Pengawasan Diperketat Absensi Elektronik Diterapkan! #WINNER #YGEntertainment #LayananSosial #Militer #Seoul #OhSehoon Selengkapnya https://t.co/wBM7yoaLSa -K.Gaeul https://t.co/e4OPKVhIDH,negatif
Rosihan Anwar dlm Bukuku Kakiku: Banyak reformer di kalangan kaum militer [...] sebenarnya tdk mau mengadakan reformasi dan memajukan perbaikan sosial-ekonomi rakyat. Kaum militer itu hanya memperhatikan vested interest mereka atau memperkaya diri sendiri. https://t.co/argRnETjBV,negatif
#Repost @japenmalaysia ... Umur Panjang Bukan Sekadar Statistik! ️ YAB PM gesa anjakan paradigma dalam dasar awam. Menua Bukan Melemah Tapi Peluang Struktur Baru! Dasar perlu reformasi proaktif: kesihatan perlindungan sosial &amp; ekonomi. #JabatanPenerangan https://t.co/aJPpnI4cG8,positif
Memaknai reformasi dalam Madani Reformasi bukan sekadar slogan politik; ia melibatkan perubahan sistemik dalam tadbir urus keadilan sosial dan ketelusan. #SinarHarian #reformasi https://t.co/XfYRUbmowH,positif
Kami berdiskusi dengan baik tentang kolaborasi dan reformasi jaminan sosial dengan Pak Herman dan Pak Imron. Kami akan mengadakan pertemuan rutin di masa mendatang. https://t.co/fXKdGOTb9v,positif
Kasus yang memojokkan guru adalah pengingat bahwa pendidikan butuh reformasi sosial. #HariGuruNasional,negatif
16 Disember- Malaysia merekodkan 28.68 juta pengguna media sosial atau 83.1 peratus daripada jumlah keseluruhan populasi negara. - Menteri di Jabatan Perdana Menteri (Undang-Undang dan Reformasi Institusi) - Datuk Seri Azalina Othman Said https://t.co/BtGrIPZzk8,negatif
16 Disember- Malaysia merekodkan 28.68 juta pengguna media sosial atau 83.1 peratus daripada jumlah keseluruhan populasi negara. - Menteri di Jabatan Perdana Menteri (Undang-Undang dan Reformasi Institusi) - Datuk Seri Azalina Othman Said https://t.co/BtGrIPZzk8,negatif
Reformasi sosial aja lah. Sampah masyarakat harus ditindak,netral
Reformasi sosial aja lah. Sampah masyarakat harus ditindak,netral
Demokrasi Indonesia telah melalui berbagai dinamika dan tantangan sejak era reformasi. Pada tahun 2024 Indonesia memasuki fase penting dalam perjalanan demokrasi dengan beragam perubahan politik ekonomi dan sosial. #BandungBeregrak #berceritadaripinggir #Demokrasi https://t.co/zj6mj6IVXk,positif
Di tema Reformasi Pendidikan disinggung soal segregasi sosial via kasus gated community di Tangerang Banten. Kini pemerintah justru mau bikin besar-besaran lewat sekolah rakyat.,negatif
Semua pergerakan sosial dan ekonomi apalagi politik berakhir semata dalam titah dan respon gerak tubuh Presiden. Iring-iringan orkestrasi kenegaraan yang seharusnya terdengar indah dan anggun lelalu didepan altar Istana. Tak tersisa sehelai pun dari Reformasi 1998. Maka benar,negatif
Sjak lama sy sring ingatkn mnuju prtengahan abad 21 akn ada another big bang change dlm tata ekonomi &amp; politik dunia sprti pd prtnghan abad 20. Hukum hrs diefektifkn utk reformasi &amp; transformasi total kbijakan sosial ekonomi &amp; politik pasca 25 th reformasi mnuju 100 th mrdeka.,negatif
Reformasi Subsidi Mampu Atasi Masalah Iklim Sosial dan Keanekaragaman Hayati Benarkah begitu? Sebuah utas,positif
Reformasi Birokrasi dan Iklim Investasi di Tengah Dinamika Sosial Presiden @prabowo berencana meluncurkan reformasi birokrasi besar-besaran. Langkah ini ditujukan untuk memangkas proses yang lambat dan meningkatkan efisiensi layanan publik. [Tukang demo mana paham] https://t.co/ZU9gmEm7aC,negatif
Reformasi Birokrasi dan Iklim Investasi di Tengah Dinamika Sosial Presiden @prabowo berencana meluncurkan reformasi birokrasi besar-besaran. Langkah ini ditujukan untuk memangkas proses yang lambat dan meningkatkan efisiensi layanan publik. [Tukang demo mana paham] https://t.co/ZU9gmEm7aC,negatif
Itulah sifat sebenar PKR bila Anwar jd Presiden. A party that follows a backstabbing culture. Pasalnya ahlinya t'diri drpd golongan intelek pandai dlm bidang ekonomi sains sosial &amp; sbgnya. Malangnya semua tk guna otak dlm kapasiti penuh bawak reformasi ke dlm parti t'sebut. https://t.co/w8s6mnmCr7,negatif
Itulah sifat sebenar PKR bila Anwar jd Presiden. A party that follows a backstabbing culture. Pasalnya ahlinya t'diri drpd golongan intelek pandai dlm bidang ekonomi sains sosial &amp; sbgnya. Malangnya semua tk guna otak dlm kapasiti penuh bawak reformasi ke dlm parti t'sebut. https://t.co/w8s6mnmCr7,negatif
Presiden Prabowo meluncurkan program reformasi sistem bansos agar bantuan sosial tepat sasaran dan tidak disalahgunakan penghapusan hutang UMKM. https://t.co/7rjvTxxFQ3,negatif
Presiden terburuk dari 6 indikator (pertumbuhan ekonomi stabilitas pengentasan kemiskinan infrastruktur keadilan sosial reformasi struktural) dan udah divalidasi ama AI wkwkk. Tapi jawaban urutan2 awal akan bikin lo shock wkwkk https://t.co/50pPVyk5Ze,negatif
Hasil dari KTT G20 Brasil 2024 yg berlangsung di Rio de Janeiro di bawah kepemimpinan Presiden Brasil Luiz Inácio Lula da Silva menyoroti beberapa pencapaian utama yg berfokus pada perubahan iklim reformasi pemerintahan global dan keadilan sosial. Berikut beberapa poinnya:,positif
Jokowi Umumkan Risma Jadi Menteri Sosial di Reshuffle Kabinet Presiden Joko Widodo mengumumkan nama Wali Kota Surabaya Tri Rismaharini atau Risma sebagai Menteri Sosial pada reshuffle kabinet menteri hari ini. https://t.co/LkFV0itPWo,positif
Jokowi Umumkan Risma Jadi Menteri Sosial di Reshuffle Kabinet Presiden Joko Widodo mengumumkan nama Wali Kota Surabaya Tri Rismaharini atau Risma sebagai Menteri Sosial pada reshuffle kabinet menteri hari ini. https://t.co/LkFV0itPWo,positif
DPR RI menetapkan 8 RUU sebagai prioritas pembahasan dalam mas persidangan IV tahun sidang 2024-2025. RUU tersebut mencakup berbagai bidang strategis seperti perlindungan data reformasi sistem hukum serta pemajuan kesejahteraan sosial https://t.co/UcBkRL8ncu,negatif
Selamat jalan reformasi saatnya revolusi! Editorial terbaru dari Sorgemagz ttg mengapa #ReformasiDikorupsi kemarin gembos dan ke mana gerakan hari ini diarahkan https://t.co/V0fTgs6iRh https://t.co/M6fEJvHgzk,positif
Selamat jalan reformasi saatnya revolusi! Editorial terbaru dari Sorgemagz ttg mengapa #ReformasiDikorupsi kemarin gembos dan ke mana gerakan hari ini diarahkan https://t.co/V0fTgs6iRh https://t.co/M6fEJvHgzk,positif
Kaderisasi harus memasukkan politik digital. Isinya membangun narasi membedah algoritma dan memanfaatkan media sosial sebagai alat perjuangan. https://t.co/NOCIycpnec https://t.co/i1IfVX2eoU,negatif
Ada orang rumahnya mengalami pencurian besar-besaran dia sudah lapor kiri kanan gak digubris eh malah dia yang dikriminalisasi oleh si pencuri. Itulah nasib masyarakat adat. #SaveKinipan #SahkanRUUMasyarakatAdat https://t.co/vFDH3T8i8m,negatif
Perdana Menteri Inggris saat ini adalah Keir Starmer yang mulai menjabat pada 5 Juli 2024. Ia adalah pemimpin Partai Buruh dan menggantikan Rishi Sunak. Starmer dikenal dengan fokusnya pada reformasi sosial dan kebijakan progresif.,negatif
*KPWKM PERKASA REFORMASI PACU PERKHIDMATAN SOSIAL LEBIH INKLUSIF!* Unit Penyelarasan Lonjakan Prestasi (PACU) Pejabat Perdana Menteri telah menyampaikan taklimat pelaksanaan Agenda Reformasi Perkhidmatan Awam (ARPA) https://t.co/BXxtWkYwps,positif
Semangat reformasi sosial makin terasa lewat pembahasan pemberdayaan perempuan di PUIC bareng OIC #LanjutkanSolidaritas,netral
gereja katolik penuh dengan masalah sekitar abad 15-16 sehingga luther melakukan reformasi protestan (lahir protestan). sedangkan abad 21 keadaan berbalik gereja katolik melakukan reformasi lebih fokus ke isu sosial/kemanusiaan sedangkan gereja protestan penuh dengan masalah,netral
gereja katolik penuh dengan masalah sekitar abad 15-16 sehingga luther melakukan reformasi protestan (lahir protestan). sedangkan abad 21 keadaan berbalik gereja katolik melakukan reformasi lebih fokus ke isu sosial/kemanusiaan sedangkan gereja protestan penuh dengan masalah,netral
Sejak didirikan OSF telah beroperasi di lebih dari 120 negara mendukung berbagai inisiatif yang berfokus pada hak asasi manusia reformasi sosial dan pemerintahan yang demokratis. George Soros menyumbangkan lebih dari $32 miliar dari kekayaannya ke OSF.,positif
Sejak didirikan OSF telah beroperasi di lebih dari 120 negara mendukung berbagai inisiatif yang berfokus pada hak asasi manusia reformasi sosial dan pemerintahan yang demokratis. George Soros menyumbangkan lebih dari $32 miliar dari kekayaannya ke OSF.,positif
Dari perjuangan kemerdekaan melawan kolonialisme Belanda hingga era reformasi yang menggulingkan Orde Baru gerakan Rakyat telah menjadi kekuatan utama dalam membentuk wajah negara Indonesia demi memperjuangkan keadilan sosial. #PeringatanDarurat https://t.co/vL8GKiIvDY https://t.co/wQO4yDQL9i,negatif
Komitmen berterusan Nurul Izzah Anwar terhadap prinsip demokrasi keadilan sosial dan reformasi institusi membuktikan beliau mempunyai ciri pemimpin masa depan negara. #AWANInews #AWANI745 https://t.co/Y2tMoDBEM1,negatif
Komitmen berterusan Nurul Izzah Anwar terhadap prinsip demokrasi keadilan sosial dan reformasi institusi membuktikan beliau mempunyai ciri pemimpin masa depan negara. #AWANInews #AWANI745 https://t.co/Y2tMoDBEM1,negatif
Profil Paus Leo XIV: Paus Pertama dari AS yang Mengusung Semangat Reformasi Sosial https://t.co/KbUt7DkJwj,positif
Profil Paus Leo XIV: Paus Pertama dari AS yang Mengusung Semangat Reformasi Sosial https://t.co/KbUt7DkJwj,positif
Muhammadiyah Serukan Reformasi Sosial: Kuatkan Keluarga Rangkai Komunitas https://t.co/AJP5sgZikn,negatif
Prabowo luncurkan Sekolah Rakyat untuk anak miskin ekstrem layanan cek kesehatan gratis di sekolah dan 80.000 Koperasi Desa Merah Putih. Trisula ini jadi fondasi kuat untuk wujudkan #IndonesiaEmas dan memutus rantai kemiskinan. #Prabowo2025 #SekolahRakyat #KoperasiDesa https://t.co/uPOHQPT9Ej,negatif
Prabowo luncurkan Sekolah Rakyat untuk anak miskin ekstrem layanan cek kesehatan gratis di sekolah dan 80.000 Koperasi Desa Merah Putih. Trisula ini jadi fondasi kuat untuk wujudkan #IndonesiaEmas dan memutus rantai kemiskinan. #Prabowo2025 #SekolahRakyat #KoperasiDesa https://t.co/uPOHQPT9Ej,negatif
Pasangan itu menikah pada tahun 1712 dan Catherine kemudian menjadi orang kepercayaan terdekat Peter selama periode reformasi politik dan sosial yang luas. Ia dinobatkan sebagai permaisuri wanita pertama Rusia setelah Peter meninggal pada tahun 1725 mengukuhkan kebangkitannya,negatif
Pasangan itu menikah pada tahun 1712 dan Catherine kemudian menjadi orang kepercayaan terdekat Peter selama periode reformasi politik dan sosial yang luas. Ia dinobatkan sebagai permaisuri wanita pertama Rusia setelah Peter meninggal pada tahun 1725 mengukuhkan kebangkitannya,negatif
Kerana Kerajaan Madani merupakan kerajaan reformis. Mereka hanya memberikan ubat tahan sakit bukannya penawar kepada akar isu: sustem kapitalisme yang mementingkan keuntungan melebihi kemanusiaan. Selagi reformasi menjadi pegangan selagi itulah rakyat akan merana.,negatif
Melalui jurnal Tahdzib al-Akhlaq ia menyebarkan ide-ide pembaruannya. Mengajak pembaca merenungkan sebab-sebab kemunduran Muslim dan pentingnya reformasi sosial-pendidikan untuk kebangkitan umat.,positif
Melalui jurnal Tahdzib al-Akhlaq ia menyebarkan ide-ide pembaruannya. Mengajak pembaca merenungkan sebab-sebab kemunduran Muslim dan pentingnya reformasi sosial-pendidikan untuk kebangkitan umat.,positif
Kinerja Presiden Prabowo membangun pondasi kuat untuk reformasi sosial dan ekonomi. #IndonesiaLebihKuat https://t.co/NXWIF12pPE,positif
Kinerja Presiden Prabowo membangun pondasi kuat untuk reformasi sosial dan ekonomi. #IndonesiaLebihKuat https://t.co/NXWIF12pPE,positif
Pemogokan dan Gerakan Sosial Bayangkan jika gerakan reformasi dikorupsi darurat demokrasi atau Indonesia gelap didukung oleh pemogokan2 di berbagai tempat kerja &amp; kawasan industri. Tentu daya pukulnya akan lbh dahsyat. Selain keterlibatannya yg akan lbh luas. Sayangnya..,negatif
Pemogokan dan Gerakan Sosial Bayangkan jika gerakan reformasi dikorupsi darurat demokrasi atau Indonesia gelap didukung oleh pemogokan2 di berbagai tempat kerja &amp; kawasan industri. Tentu daya pukulnya akan lbh dahsyat. Selain keterlibatannya yg akan lbh luas. Sayangnya..,negatif
Kawan yg baik gw baru aja nulis sebuah jurnal akademik tentang sosial media sebagai katalisator mobilisasi aksi protes Reformasi Dikorupsi tahun 2019-2021. Jujurly ini berangkat dari rasa panasaran gw kenapa magnitude dari rangkaian aksi protes rasanya luar biasa sekali.,negatif
Benar. Kaum kiri gerakkan revolusi sosial di Sumatera Timur. Korbannya kaum aristokrat (feodal) yg semasa era kolonial mndapat previlese. Revsos jg trjd di Banten dan di Pantura Jateng. Baca: Anthony Reid utk Revsos di Sumtim Soeharto utk Banten dan Anton Lucas utk Pantura.,negatif
Gratis berasrama dan terpadu Sekolah Rakyat menghadirkan pendidikan yang inklusif dan bermartabat. Kemerdekaan semakin nyata karena setiap anak berhak tumbuh setara.,positif
Hai #KawanSosial Beberapa waktu lalu Kepala Dinas Sosial DKI Jakarta Bapak Iqbal Akbarudin didampingi Kepala Bidang Rehabilitasi Sosial Ibu Maria Margaretha melakukan pertemuan strategis dengan Wakil Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB). https://t.co/wI2p8BgtkP,positif
Terlalu banyak pertimbangan sehingga makin merajalela sdh lah pak @DivHumas_Polri berlakukan saja Petrus Reformasi tangkap jadikan pekerja sosial di penjara Ayo wakil rakyat @DPR_RI @mprgoid @DPDRI rakyat sdh resah jangan sampai anarkis.. https://t.co/LQBfURg7P8,negatif
Banyak hal lain yang lebih tepat diberikan kepada masyarakat seperti tabungan pendidikan untuk anak biaya pengobatan dan perawatan kesehatan DP untuk kredit perumahan dan hal2 lain yang tidak bersifat bantuan tunai. Bansos bukan untuk JUDOL dan TERORIS. #RevisiBansos,netral
Banyak hal lain yang lebih tepat diberikan kepada masyarakat seperti tabungan pendidikan untuk anak biaya pengobatan dan perawatan kesehatan DP untuk kredit perumahan dan hal2 lain yang tidak bersifat bantuan tunai. Bansos bukan untuk JUDOL dan TERORIS. #RevisiBansos,netral
Mengenang Warisan Hubert Humphrey Kematian Humphrey pada tahun 1978 menandai hilangnya seorang negarawan yang berdedikasi. Tiga mantan presiden menghadiri pemakamannya. Tahukah Anda? Kontribusinya terhadap hak-hak sipil dan reformasi sosial tetap menjadi landasan warisannya.,negatif
Mengenang Warisan Hubert Humphrey Kematian Humphrey pada tahun 1978 menandai hilangnya seorang negarawan yang berdedikasi. Tiga mantan presiden menghadiri pemakamannya. Tahukah Anda? Kontribusinya terhadap hak-hak sipil dan reformasi sosial tetap menjadi landasan warisannya.,negatif
